,y,y_pred
879,আপদ,আপ
880,অন্তরীক্ষ,অন্তরীক্ষ
881,অব্যয়,অব্যয়
882,গুনগুন,গুনগুন
883,সর্বনাশা,সর্বনাশা
884,খাওয়া,খাওয়া
885,খতিয়ান,খতিয়ান
886,অনশন,অনশন
887,তিনি,তার
888,কবে,কবে
889,যাওয়া,যাওয়া
890,ওঠা,ওঠা
891,চড়ুইভাতি,চড়ুইভাতি
892,ষোলোআনা,ষোলোআনা
893,পাওয়া,পাওয়া
894,পরিচারিকা,পরিচারিকা
895,বোবা,বোবা
896,পৌঁছা,পৌঁছানো
897,ইউনিয়ন,ইউনিয়ন
898,স্বদেশ,স্বাদেশ
899,ঘোষ,ঘোষ
900,মন্দির,মন্দির
901,গোলমাল,গোলমেল
902,অশ্রুজল,অশ্রুজল
903,কার্তিক,কার্তিক
904,বলা,বলা
905,অনৈতিক,অনৈতিক
906,লাল,লাল
907,মহিষ,মহিষ
908,চলা,চলা
909,খাঁচা,খাঁচা
910,নিমোক,নিমোক
911,অপূর্ণাঙ্গ,অপূর্ণাঙ্গ
912,অবদমন,অবদমন
913,কাটা,কাটা
914,উদ্ঘাটন,উদ্ঘাটন
915,চালানো,চালানো
916,রাজ্য,রাজ্য
917,গলদ,গলদ
918,পাশবিক,পাশবিক
919,ঋতু,ঋতু
920,হাতি,হাতি
921,অক্ষম,অক্ষম
922,বাক্য,বাক্য
923,জয়কালী,জয়কালী
924,উদ্বৃত্ত,উদ্বৃত্ত
925,আমিন,আমিন
926,অভিন্ন,অভিন্ন
927,সুবিবেচনাপূর্ব,সুবিবেচনা
928,অনুপ্রাণিত,অনুপ্রাণ
929,নকল,নকল
930,আয়,আয়
931,আলোচনা,আলোচনা
932,কেশরগড়,কেশরগড়া
933,সায়ো,সায়ো
934,গর্ভ,গর্ভপাত
935,যাওয়া,যাওয়া
936,ধুলা,ধুলা
937,ঢালু,ঢালু
938,কর্মপরিকল্পনা,কর্মপরিকল্পনা
939,শেখা,শেখা
940,পটাশিয়াম,পটাশিয়াম
941,উপস্থাপক,উপস্থাপক
942,টার্গেট,টার্গেট
943,কলি,কলি
944,উন্মেষ,উন্মেষ
945,বিখ্যাত,বিখ্যাত
946,দক্ষতা,দক্ষতা
947,কফিন,কফিন
948,কৌপীন,কৌপীনতা
949,আবেশ,আবেশ
950,আহার,আহার
951,অংক,অংক
952,প্লুটো,প্লুটো
953,একঘেয়েমি,একঘেয়েমি
954,পা,পায়
955,উজ্জল,উজ্জল
956,দিঘি,দিঘি
957,সূর্য,সূর্য
958,করা,করা
959,বক,বক
960,বিভেদ,বিভেদ
961,লুকানো,লুকানো
962,পরমাণু,পরমাণু
963,আস্ফালন,আস্ফালন
964,অবতার,অবতার
965,অবশ্য,আবশ্যক
966,আকাশ,আকাশ
967,আপিল,আপিল
968,একজন,একজন
969,মৃদুভাব,মৃদুভাব
970,কাটা,কাটা
971,রোগ,রোগ
972,আজ্ঞা,আজ্ঞা
973,নিলাম,নিলাম
974,কেহ,কেহ
975,ধারী,ধারী
976,আবহ,আবহ
977,মালিক,মালিক
978,অভিধান,অভিধান
979,তৎপরতা,তৎপরতা
980,ক্ষিপ্রতা,ক্ষিপ্রতা
981,চির,চিরকাল
982,হায়াকুতা,হায়াকুতা
983,শোষণ,শোষিত
984,জীবাণু,জীবাণু
985,আঙুল,আঙুল
986,অন্তর্নিহিত,অন্তর্নিহী
987,খুব,খুব
988,নাড়া,নাড়া
989,বাণিজ্য,বাণিজ্য
990,ছাড়া,ছড়ানো
991,সংস্পর্শমাত্র,সংস্পর্শমাত্র
992,নামা,নামা
993,তরু,তরু
994,আবেদনপত্র,আবেদনপত্র
995,কঠিনভাব,কঠিন
996,আয়তনযুক্ত,আয়তন
997,করা,করা
998,রাগ,রাগ
999,হায়দরাবাদ,হায়দরাবাদ
1000,নামা,নামান
1001,ঘটনা,ঘটনা
1002,সুরলোকবাস,সুরলোকবাসী
1003,দেবী,দেবী
1004,শালিক,শালিক
1005,উপকথা,উপকথা
1006,না,নয়
1007,জগদীশপ্রসাদ,জগদীশপ্রসাদ
1008,জুলুম,জুলুম
1009,আরশি,আরশি
1010,মানুষ,মানুষ
1011,সম্বোধন,সম্বোধন
1012,জাতি,দেশ
1013,ভিখারি,ভিখারি
1014,অমর্ত্য,অমর্ত্য
1015,কাটা,কাটা
1016,ঘুম,ঘুম
1017,অত,অত
1018,শতাংশ,শতঅংশ
1019,মসজিদ,মসজিদ
1020,বজ্র,বজ্র
1021,ধকল,ধকল
1022,ছন্দ,ছন্দ
1023,সে,তিনি
1024,প্রাথমিক,প্রাথমিক
1025,যোগ,যোগ
1026,ইঁদুর,ইঁদুর
1027,কবিতা,কবিতা
1028,সরকার,সরকার
1029,কাশ্মীর,কাশ্মীর
1030,ধুলা,ধুলা
1031,নদী,নদী
1032,ফিতা,ফিতা
1033,আহত,আহত
1034,সমুদ্র,সমুদ্র
1035,আঙ্গুর,আঙ্গুর
1036,অগ্রজ,অগ্রজতুল্য
1037,একতরফা,একতরফ
1038,আফ্রিকা,আফ্রিকা
1039,করা,করা
1040,বরফ,বরফ
1041,জন্মদিন,জন্মদিন
1042,অংশ,অংশ
1043,বর্ণ,বর্ণময়
1044,কুসুম,কুসুম
1045,চেহারা,চেহারা
1046,অধিবেশন,অধিবেশন
1047,ধমক,ধমক
1048,কক্ষপথ,কক্ষপথ
1049,অধ্যায়,অধ্যায়
1050,ময়না,ময়না
1051,দীর্ঘাকার,দীর্ঘ
1052,রচনা,রচনা
1053,ষাট,ষাট
1054,একক,একক
1055,ভূমিকা,ভূমিকা
1056,উপবাস,উপবাসী
1057,আসা,আসা
1058,আদর,আদর
1059,চিতাবাঘ,চিতাবাঘ
1060,সাজ,সাজ
1061,মোটামুটি,মোটামুটিন
1062,খাল,খাল
1063,তুলা,তোলা
1064,শিকারী,শিকারী
1065,দেবালয়,দেবআলয়
1066,নির্ভর,নির্ভর
1067,তুলি,তুলি
1068,আক্ষেপ,আক্ষেপ
1069,অঙ্গন,অঙ্গন
1070,চতুরতা,চতুরতা
1071,কাচা,কাচা
1072,ঘণ্টা,ঘণ্টা
1073,আদ্য,আদ্য
1074,পাকা,পাকা
1075,মেষযূথ,মেষযূথ
1076,গজব,গজব
1077,গাইকা,গাওয়া
1078,দলা,দলামচা
1079,জটিল,জটিত
1080,মুক্তা,মুক্তা
1081,পরমআহ্লাদ,পরমাহ্লাদ
1082,অনুনয়,অনুনয়
1083,বকুল,বকুল
1084,আপসহীন,আপসহীন
1085,ভারত,ভারত
1086,বার,বার
1087,অপেশাদার,অপেশাদার
1088,বিভাগ,বিভাগ
1089,জ্ঞান,জ্ঞান
1090,স্বাধীন,স্বাধীন
1091,চড়,চড়
1092,ঐকমত্য,ঐকমত্য
1093,ওয়াদা,ওয়াদা
1094,ঈদগা,ঈদগা
1095,অগ্ন্যাশয়,অগ্ন্যাশয়
1096,ছাই,ছাই
1097,ছন,ছন
1098,ঢেউ,ঢেউ
1099,অরণ্য,অরণ্য
1100,ইন্দোনেশিয়া,ইন্দোনেশিয়া
1101,দরকার,দরকার
1102,কানন,কাননবালা
1103,রাগ,রাগত
1104,শান্ত,শান্তভাব
1105,বন্ধুমহল,বন্ধুমহল
1106,আত্ম,অত্মঘাত
1107,গঠন,গঠন
1108,জোড়া,জোড়া
1109,কক্ষপথ,কক্ষপথ
1110,বিজ্ঞাপন,বিজ্ঞাপন
1111,বস্ত্র,বস্ত্র
1112,অনুযোগ,অনুযোগী
1113,করা,করা
1114,ঠিকা,ঠিকাটি
1115,উপভোগ,উপভোগ
1116,প্রথম,প্রথম
1117,অনুকরণ,অনুকরণ
1118,অভিভাষণ,অভিভাষণ
1119,ড্রপ,ড্রপ
1120,যাজক,যাজক
1121,দীপক,দীপক
1122,টাওয়েল,টাওয়েল
1123,খাওয়া,খাওয়া
1124,অনুসারী,অনুসারী
1125,নামবর,নামবর
1126,জাম,জাম
1127,করা,করা
1128,কোনোক্রমে,কোনোক্রমে
1129,ক্ষমা,ক্ষমা
1130,অধঃপতন,অধঃপতন
1131,আবহ,আবহ
1132,কর্নাটক,কর্নাট
1133,যোগফল,যোগফল
1134,বাধা,বাধা
1135,ভক্তিভরা,ভক্তিভর
1136,অংশ,অংশ
1137,বিস্তার,বিস্তারিত
1138,মেরজাই,মেরজা
1139,উপপাদ্য,উপপাদ্য
1140,তর্ক,তর্ক
1141,পাপ,পাপ
1142,কথোপকথন,কথোপকথন
1143,ওড়না,ওড়না
1144,ধবল,ধবল
1145,অভাব,অভাব
1146,অনেক,অনেককাল
1147,আপৎ,আপৎকাল
1148,উদ্ধত,উদ্ধত
1149,আংটা,আংটা
1150,বসা,বসা
1151,ইশারা,ইশারা
1152,তিনি,সে
1153,আভিজাত্য,আভিজাত্য
1154,বলা,বলা
1155,যথাযথ,যথা
1156,ভেজাল,ভেজাল
1157,লক্ষণ,লক্ষণ
1158,দাদা,দাদা
1159,পাইকারি,পাইকারি
1160,আধুনিক,আধুনিক
1161,পক্ষ,ক্ষেত্র
1162,অপারেশন,অপারেশন
1163,জখম,জখম
1164,কোথা,কোথায়
1165,অমর,অমর
1166,ক্ষমা,ক্ষমার
1167,ছাড়ানো,ছাড়া
1168,বাস্তব,বাস্তব
1169,ভিখারি,ভিখারি
1170,থাকা,থাকা
1171,চরকা,চরকা
1172,উপযোগিতা,উপযোগিতা
1173,দৌড়,দৌড়
1174,ছাল,ছাল
1175,নম্বর,নম্বর
1176,অবজ্ঞা,অবজ্ঞা
1177,অভিযোজন,অভিযোজনবিষয়
1178,দেখানো,দেখা
1179,পটনা,পটনা
1180,পিঠা,পিঠা
1181,হেঁশেল,হেঁশানো
1182,মাপ,মাপ
1183,নাবিক,নাবিক
1184,আত্মরক্ষা,আত্মরক্ষ
1185,নিজ,নিজ
1186,উন্মুক্ত,উন্মুক্ত
1187,রসিকতা,রসিকতা
1188,কোর্ট্,আদালত্
1189,অংশ,অংশ
1190,যাহা,যাহা
1191,নিষ্ফল,সফল
1192,স্বাস্থ্যকর্মী,স্বাস্থ্যকর্মী
1193,হ্রাস,হ্রাস
1194,সংজ্ঞা,সংজ্ঞা
1195,অবস্থান,অবস্থান
1196,উত্তরাংশ,উত্তরাংশ
1197,খালা,খালা
1198,দশমিক,দশমিক
1199,অক্ষি,অক্ষি
1200,আমলা,আমলা
1201,অকর্ম,অকর্মার
1202,ইচ্ছা,ইচ্ছা
1203,লক্ষ,লক্ষ
1204,পাপহীন,পাপহীন
1205,কোষ্ঠকঠিন,কোষ্ঠ
1206,গর্জন,গর্জন
1207,ভাগ্য,ভাগ্য
1208,ফেলা,ফেলা
1209,যানবাহন,যানবাহন
1210,গৃহ,গৃহ
1211,বিদেশে,বিদেশ
1212,নজর,নজর
1213,জুতা,জুতা
1214,ডাকাত,ডাকাত
1215,লক্ষ্মী,লক্ষ্মী
1216,আত্মদান,আত্মদান
1217,গন্তব্য,গন্তব্য
1218,ভাগ,ভাগ
1219,উপযুক্ত,উপযুক্ত
1220,চাচা,চাচা
1221,চোখ,চোখ
1222,লম্ব,লম্ব
1223,ভোজন,ভোজন
1224,ডাইনোসর,ডাইনোসর
1225,সমালোচনা,সমালোচনা
1226,রেজিস্ট্যান্ট,রেজিস্ট্যান্ট
1227,খোসা,খোসা
1228,কাচা,কাচা
1229,তুমি,তুমি
1230,বিধবা,বিধবা
1231,সত্য,সত্য
1232,ল্যাবরেটরি,ল্যাবরেটরি
1233,একাংশ,একাংশ
1234,পালানো,পালানো
1235,উদাসীনতা,উদাসীনতা
1236,কাচা,কাচা
1237,আল্লাহ,আল্লাহ
1238,উত্তরী,উত্তরী
1239,কর্তব্য,কর্তব্য
1240,স্বনাম,স্বনাম
1241,বলা,বলা
1242,ক্ষিপ্রতা,ক্ষিপ্রতা
1243,ময়দান,ময়দান
1244,প্রবণতা,প্রবণ
1245,বছর,বছর
1246,সায়াহ্ন,সায়াহ্ন
1247,কেজি,কেজি
1248,বুঝা,বুঝা
1249,সৃষ্টি,সৃষ্টি
1250,সংকট,সংকট
1251,চরমপন্থা,চরমপন্থা
1252,আদর্শ,আদর্শ
1253,অর্ণব,অর্ণব
1254,অদূরবর্তী,দূর
1255,বাধা,বাধা
1256,উৎপাদন,উৎপাদন
1257,প্রণয়,প্রণয়
1258,জোর,সজোর
1259,আবহাওয়া,আবহাওয়া
1260,অতল,অতলস্পর্শ
1261,বিবাহ,বিবাহ
1262,দিঘি,দিঘি
1263,চটপটে,চটপটে
1264,করা,করা
1265,সাতান্ন,সাতান্ন
1266,ট্যাঙ্ক,ট্যাঙ্ক
1267,আদি,আদি
1268,অদ্বৈত,অদ্বৈত
1269,গর্ভধারণ,গর্ভধারণ
1270,ধাতু,ধাতু
1271,কাটা,কাটা
1272,চাকু,চাকু
1273,গিন্নী,গিন্নীবান্নি
1274,কন্যা,কন্যা
1275,নয়,নয়
1276,ঘনক,ঘনক
1277,কস্তার,কস্তার
1278,ছিল,থাকা
1279,অবসাদ,অবসাদ
1280,পবিত্র,পবিত্র
1281,মাইল,মাইল
1282,ছাঁচ,ছাঁচ
1283,অয়ন,অয়ন
1284,কবিরাজ,কবিরাজ
1285,মাথা,মাথা
1286,চটপটে,চটপটে
1287,দরদ,দরদ
1288,অবস্থা,অবস্থান
1289,ফোঁটা,ফোঁটা
1290,গণঅভ্যুত্থান,গণঅভ্যুত্থান
1291,হটা,হটা
1292,চিরতা,চিরতা
1293,অংশীদার,অংশীদার
1294,অভ্যন্তর,অভ্যন্তরীণ
1295,অকাল,অকাল
1296,রস,নীরস
1297,দৌড়,দৌড়
1298,মক্কা,মক্কা
1299,পাঠক,পাঠক
1300,ইতিমধ্যে,ইতিমধ্যেয়
1301,করা,করা
1302,বাদর,বাদল
1303,অনুশীলনী,অনুশীলনী
1304,পাশা,পাশ
1305,আঁট,আঁট
1306,আত্মপ্রকাশ,আত্মপ্রকাশ
1307,অপূর্ণ,অপূর্ণ
1308,ধমক,ধমক
1309,শাস্তি,শাস্তি
1310,অক্টোপাস,অক্টোপাস
1311,পথ,পথ
1312,ধ্যান,ধ্যান
1313,পেয়ারা,পেয়ারা
1314,অরুণা,অরুণা
1315,সম্মান,সাম্মান
1316,অবুঝ,অবুঝ
1317,উদ্যম,উদ্যমশীল
1318,অচলা,অচলা
1319,উঁচু,উঁচু
1320,আত্মপ্রত্যয়,আত্মপ্রত্যয়
1321,পড়া,পড়া
1322,ঈদগাহ,ঈদগাহ
1323,আলোচনা,আলোচনা
1324,মাইক,মাইক
1325,অনাবৃষ্টি,অনাবৃষ্টি
1326,ইসলামী,ইসলামী
1327,উপদল,উপদল
1328,উদ্ধৃতাংশ,উদ্ধৃতাংশ
1329,অঙ্গ,অঙ্গ
1330,ভ্রূক্ষেপ,ভ্রূক্ষেপ
1331,মেশানো,মেশান
1332,একদম,একদম
1333,ধাঁধা,ধাঁধা
1334,নিশ্চয়,নিশ্চয়
1335,অগ্ন্যাশয়,অগ্ন্যাশয়
1336,স্তব্ধ,স্তব্ধ
1337,ঠিকানা,ঠিকানা
1338,আমলাতন্ত্র,আমলাতন্ত্র
1339,অন্তরঙ্গ,অন্তরঙ্গ
1340,নখ,নখ
1341,লেখা,লেখা
1342,বিছানা,বিছানা
1343,অটোরিকশা,অটোরিকশা
1344,নভেম্বর,নভেম্বর
1345,নিঃসঙ্গ,নিঃসঙ্গ
1346,সজাগ,সজাগ
1347,কিডনি,কিডনি
1348,তেঁতুল,তেঁতুল
1349,আবডাল,আবডাল
1350,নদীতট,নদীতটস্থল
1351,গরীব,গরীব
1352,এ,এ
1353,আকৃতি,আকৃতি
1354,উন্মোচন,উন্মোচন
1355,আপাত,আপাত
1356,আমাশয়,আমাশয়
1357,আবহ,আবহ
1358,পঁচা,পঁচা
1359,জবা,জবা
1360,পশ্চিম,পশ্চিম
1361,খণ্ড,খণ্ড
1362,যন্ত্রশালা,যন্ত্রশালা
1363,খটখট,খটখট
1364,কুমারী,কুমারী
1365,তা,তা
1366,আনা,আনিয়া
1367,গ্যাস,গ্যাস
1368,উইশ,উইশ
1369,ফেরেস্তা,ফেরেস্তা
1370,সরাসরি,সরাসরি
1371,উচ্চাকাঙ্ক্ষা,উচ্চাকাঙ্ক্ষা
1372,আদর্শ,আদর্শ
1373,আরণ্যক,আরণ্যক
1374,মগ,মগ
1375,পরাজয়,পরাজয়
1376,গঠন,গঠন
1377,জাপান,জাপান
1378,হাঁটু,হাঁটু
1379,এমনি,এমনি
1380,স্বর্গ,স্বর্গ
1381,যাওয়া,যাওয়া
1382,হাওয়া,হাওয়া
1383,অন্তর্গত,অন্তর্গত
1384,শোনা,শোনা
1385,চতুরতা,চতুরতাপূর্ণ
1386,দুয়ার,দুয়ার
1387,ডুবুরি,ডুবুরি
1388,তলদেশে,তলদেশে
1389,মুসলমান,মুসলমান
1390,পুকুরে,পুকুর
1391,সার্টিফিকেশন,সার্টিফিকেশন
1392,অতিমাত্রা,অতিমাত্রা
1393,ডাল,ডাল
1394,চট,চট
1395,চঞ্চল,চঞ্চল
1396,ইমারত,ইমার
1397,অপ্রত্যাশিত,অপ্রত্যাশিত
1398,দেওয়া,দেওয়া
1399,তাবু,তাবু
1400,খাওয়া,খাওয়া
1401,অগ্রগমন,অগ্রগমন
1402,বহন,বহন
1403,উত্পাদন,উত্পাদন
1404,নাসা,নাসা
1405,মসলা,মসলা
1406,অধিকার,অধিকার
1407,খামচি,খামচি
1408,বাস,বসবাস
1409,ইরাক,ইরাক
1410,ভার্যা,ভার্যা
1411,বুঝা,বুঝা
1412,উন্নয়ন,উন্নয়ন
1413,পিতা,পিতৃগণ
1414,কেন্দ্র,কেন্দ্র
1415,মুর্শিদাবাদ,মুর্শিদাবাদ
1416,বিনিময়,বিনিময়
1417,ছিপ,ছিপ
1418,দল,দল
1419,অনুরাগ,অনুরাগ
1420,লাথি,লাথি
1421,উত্তম,উত্তম
1422,কর্মী,কর্মী
1423,ডাকা,ডাকা
1424,খেলনা,খেলনা
1425,বয়াম,বয়াম
1426,কাটা,কাটা
1427,ইউনিফর্ম,ইউনিফর্ম
1428,তরু,তরুল
1429,ভুট্টা,ভুট্টা
1430,টব,টব
1431,টাকি,টাকি
1432,ঝাড়,ঝাড়
1433,কখন,কখন
1434,দৌড়,দৌড়
1435,পণ্ডিত,পণ্ডিত
1436,দৌড়,দৌড়
1437,বিহার,বিহার
1438,গম্বুজ,গম্বুজ
1439,উদ্বোধন,উদ্বোধনী
1440,দৃশ্য,দৃশ্য
1441,ঝোলানো,ঝোলানো
1442,ভর্ৎসনা,ভর্ৎসনা
1443,বেশী,বেশী
1444,আড়ষ্ট,আড়ষ্ট
1445,আয়কর,আয়কর
1446,পারা,পারা
1447,বুঝা,বুঝা
1448,পাত্তা,পাত্তা
1449,অলিগলি,অলিগলি
1450,ঘুম,ঘুম
1451,তাকানো,তাকানো
1452,কাচা,কাচা
1453,ঝুলা,ঝুলা
1454,ইজরায়েলে,ইজরায়েল
1455,মুক্তি,মুক্তি
1456,বাহ্যিক,বাহ্যিক
1457,ঝুলা,ঝোলা
1458,অম্বু,অম্বু
1459,পঞ্চাশ,পঞ্চাশ
1460,যুগ,যুগ
1461,সহধর্ম,সহধর্মিণী
1462,টহল,টহল
1463,নারী,নারী
1464,কোম্পানি,কোম্পানি
1465,বাস,বাসিন্দা
1466,কাচা,কাচা
1467,আঞ্চলিক,আঞ্চলিক
1468,উপসর্গ,উপসর্গ
1469,আক্ষেপ,আক্ষেপ
1470,আলাপ,আলাপ
1471,বরফঝড়,বরফঝড়
1472,কাটা,কাটা
1473,অপূর্ব,অপূর্ব
1474,অভিযোজন,অভিযোজনবাবদন্তি
1475,মৌমাছি,মৌমাছি
1476,ভক্ষণ,ভক্ষণ
1477,শোয়া,শোয়া
1478,ক্ষীর,ক্ষী
1479,কাটা,কাটা
1480,লাহোর,লাহুরি
1481,উচিত,উচিত
1482,চিনি,চিনি
1483,উড়ান,উড়ানো
1484,কলেরা,কলেরা
1485,পতিতা,পতিতা
1486,উপদ্বীপ,উপদ্বীপ
1487,কাটা,কাটা
1488,পরিবহণ,পরিবহণ
1489,ভর্তুকি,ভর্তুকি
1490,কাচা,কাচা
1491,পত্র,পত্র
1492,অঘটন,অঘটন
1493,অপুষ্টি,অপুষ্টি
1494,অপব্যয়,অপব্যয়
1495,ঘ্রান,ঘ্রান
1496,কাপড়,কাপড়
1497,লেখা,লেখা
1498,পড়া,পড়া
1499,মস্তিষ্ক,মস্তিষ্
1500,অভ্যন্তর,অভ্যন্তরীণবিষয়
1501,ষড়যন্ত্র,ষড়যন্ত্র
1502,বাবা,বাবার
1503,ধমক,ধমক
1504,ছাত্র,ছাত্র
1505,দেহ,দেহ
1506,অশোক,অশোক
1507,বাধা,বাধা
1508,ক্লাব,ক্লাব
1509,ওড়না,ওড়না
1510,যাওয়া,যাওয়া
1511,অভিভূত,অভিভূত
1512,পরস্পর,পরস্পর
1513,বাবা,বাবা
1514,ডাক্তার,ডাক্তার
1515,টিউমার,টিউমার
1516,সমাজ,সমাজকল্যাণ
1517,জানা,জানা
1518,দুর্মূল্য,দুর্মূল্য
1519,ফুপা,ফুপা
1520,প্রবাহিত,প্রবাহিত
1521,চূড়ান্ত,চূড়ান্ত
1522,ব্যবহার,ব্যবহার
1523,শীতল,শীতল
1524,দিব,দেওয়া
1525,বিলোপ,বিলোপ
1526,নেয়া,নেওয়া
1527,মারাত্মক,মারাত্মক
1528,ছক্কা,ছক্কা
1529,কৃতজ্ঞ,কৃতজ্ঞ
1530,আটক,আটক
1531,অভিমত,অভিমত
1532,হামলা,হামলা
1533,ঠকুমা,ঠকুমা
1534,সকাল,সকাল
1535,ছেলে,ছেলে
1536,প্রকৃত,প্রকৃতি
1537,চরিত্র,চরিত্র
1538,হিসেব,হিসেব
1539,অনাথ,অনাথ
1540,খরগোশ,খরগোশ
1541,পাথর,পাথর
1542,রকম,রকম
1543,আয়ত,আয়ত
1544,চড়া,চড়া
1545,হওয়া,হওয়া
1546,ক্ষয়,ক্ষয়
1547,সামলানো,সামলানো
1548,কাঠামো,কাঠামোরল
1549,চলাচল,চলাচল
1550,কর্তৃক,কর্তৃক
1551,অভিযোগ,অপরাধ
1552,আশ্রয়,আশ্রয়
1553,ওখান,ওখান
1554,অকাল,অকাল
1555,কারখানা,কারখানা
1556,স্পষ্টরূপ,স্পষ্টতররূপ
1557,অকৃপণ,অকৃপণ
1558,নিরাশ,নিরাশ
1559,চির,চির
1560,খাওয়া,খাওয়া
1561,যৌবন,যৌবন
1562,এই,এই
1563,ডায়রিয়া,ডায়রিয়া
1564,চুড়ি,চুড়ি
1565,পাওয়ামাত্র,পাইবামাত্র
1566,যাওয়া,যাওয়া
1567,বটি,বটি
1568,ইংলিশ,ইংলিশ
1569,বাচ্চা,বাচ্চা
1570,কাচা,কাচা
1571,ওয়ার্ড,ওয়ার্ড
1572,কাটা,কাটা
1573,অভিযোগকারী,অভিযোগকারী
1574,বিনা,বিনা
1575,সুবিধা,সুবিধা
1576,কাচা,কাচা
1577,অপকীর্তি,অপকীর্তি
1578,মানত,মানত
1579,ধূমকেতু,ধূমকেতু
1580,কালীঘাট,কালীঘাট
1581,হওয়া,হত
1582,একদিন,একদিন
1583,আত্মসম্মান,আত্মসম্মান
1584,উপমহাদেশ,উপমহাদেশ
1585,অবসর,অবসর
1586,জিরে,জির
1587,অভিশপ্ত,অভিশম্পাত
1588,অভিন্ন,অভিন্ন
1589,ব্যবধান,ব্যবধান
1590,লেখা,লেখা
1591,ফাইবার,ফাইবার
1592,ঔপনিবেশিক,ঔপনিবেশিক
1593,কাঞ্চন,কাঞ্চন
1594,কৃত্রিম,অকৃত্রিম
1595,অন্ধকার,অন্ধকার
1596,কাশফুল,কাশফুল
1597,ঘড়িয়াল,ঘড়িয়াল
1598,সহিত,সহ
1599,আরম্ভ,আরম্ভকাল
1600,শোনা,শোনা
1601,উপভোগ্য,উপভোগ্য
1602,বিনিময়,বিনিময়
1603,ছুড়ি,ছুড়ি
1604,খুকু,খুকু
1605,কন্যা,কন্যা
1606,গোয়েন্দা,গোয়েন্দা
1607,পায়রা,পায়রা
1608,খাট,খাট
1609,আরজি,আরজি
1610,দর,দর
1611,অপ্রস্তুত,অপ্রস্তুত
1612,অবতার,অবতার
1613,আদি,আদি
1614,অদৃশ্য,অদৃশ্য
1615,অমূল্য,অমূল্য
1616,অপবাদ,অপবাদ
1617,কণিকা,কণিকাগুচ্ছেদ
1618,কর্মক্ষেত্র,কর্মক্ষেত্র
1619,অর্থহীন,অর্থহীন
1620,সমিতি,সমিতি
1621,রাজদণ্ড,রাজদণ্ড
1622,সর্বনাশা,সর্বনাশা
1623,অক্টোবর,অক্টোবর
1624,ভিড়,ভিড়
1625,অনুষঙ্গ,অনুষঙ্গ
1626,কর্মক্ষমতা,কর্মক্ষমতা
1627,খিদা,খিদা
1628,লাগানো,লাগানো
1629,স্কোয়্যার,স্কোয়্যার
1630,অধিবর্ষ,অধিবর্ষ
1631,নদী,নদী
1632,দাস,দাস
1633,নামা,নামা
1634,কাঁদা,কাঁদা
1635,দক্ষ,দক্ষ
1636,আদালত,আদালত
1637,আওয়াজ,আওয়াজ
1638,জবাব,জবাব
1639,কোণ,কোণ
1640,উপনির্বাচন,উপনির্বাচন
1641,অন্ত্যেষ্টি,অন্ত্যেষ্টি
1642,সম্ভাবনা,সম্ভব
1643,অবসরপ্রাপ্ত,অবসর
1644,উৎখাত,উৎখাত
1645,নষ্ট,নষ্ট
1646,চন্দ্রাবতী,চন্দ্রাবতী
1647,ছাত্র,ছাত্র
1648,ধাক্কা,ধাক্কা
1649,নিধন,নিধন
1650,নিন্দক,নিন্দক
1651,জিন,জিন
1652,কাটা,কাটা
1653,গিয়ে,যাওয়া
1654,ইসলাম,ইসলাম
1655,পড়া,পড়া
1656,জীবাণু,জীবাণু
1657,পিতা,পিতৃসম
1658,একঘেয়েমি,একঘেয়েমি
1659,বড়োমানুষ,বড়োমানুষ
1660,উদাসীনতা,উদাসীনতা
1661,হারজিৎ,হারজিৎ
1662,যোগ্য,যোগ্য
1663,অনুরাগদৃষ্টি,অনুরাগ
1664,পেয়ালা,পেয়ালা
1665,দিব,দিব
1666,নক্ষত্র,নক্ষত্র
1667,জনসংখ্যা,জনসংখ্যা
1668,চলা,চলমান
1669,কাটানো,কাটা
1670,উত্তরবঙ্গ,উত্তরবঙ্গ
1671,দুঃসহন,দুঃসহ
1672,উদ্ধার,উদ্ধার
1673,অঙ্গ,অঙ্গ
1674,ক্ষতি,ক্ষতি
1675,অন্যান্য,অন্যান্য
1676,কটূক্তি,কটূক্তি
1677,যথা,যথা
1678,গাঁথুনি,গাঁথুনি
1679,করা,করা
1680,ডাইনোসর,ডাইনোসর
1681,সমান,সমান
1682,কাঁদা,কাঁদা
1683,শিঙাড়া,শিঙাড়া
1684,গণ্ড,গণ্ড
1685,শান্তি,শান্তি
1686,কাটা,কাটা
1687,আঘাত,আঘাত
1688,উপাসন,উপাসন
1689,জমি,জমিন
1690,বিল,বিলে
1691,কুমড়া,কুমড়া
1692,অনুপাত,অনুপ
1693,ডাকা,ডাকা
1694,ক্ষতি,ক্ষতি
1695,কামড়,কামড়
1696,তরুণী,তরুণী
1697,দুল,দুল
1698,উপগ্রহ,উপগ্রহ
1699,মৃতদেহ,মৃতদেহ
1700,নিরাশ,নিরাশ
1701,উদ্যোগ,উদ্যোগ
1702,কর্ম,কর্ম
1703,অটোরিকশা,অটোরিকশা
1704,যোগাযোগ,যোগাযোগ
1705,সিদ্ধহস্ত,সিদ্ধহস্ত
1706,ভুবন,ভুবন
1707,নাক,নাক
1708,উৎকোচ,উৎকোচ
1709,মণি,মণি
1710,ফল,ফল
